PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
29355389,Attentional dysfunction and recovery in concussion: effects on the P300m and contingent magnetic variation,"Petley L, Bardouille T, Chiasson D, Froese P, Patterson S, Newman A, Omisade A, Beyea S.",Brain Inj. 2018;32(4):464-473. doi: 10.1080/02699052.2018.1429022. Epub 2018 Jan 22.,Petley L,Brain Inj,2018,1/23/18,,,10.1080/02699052.2018.1429022
28786018,The role of dual diagnosis in health-related quality of life among treatment-seeking patients in Spain,"Daigre C, Grau-López L, Rodríguez-Cintas L, Ros-Cucurull E, Sorribes-Puertas M, Esculies O, Bones-Rocha K, Roncero C.",Qual Life Res. 2017 Dec;26(12):3201-3209. doi: 10.1007/s11136-017-1668-4. Epub 2017 Aug 7.,Daigre C,Qual Life Res,2017,8/9/17,,,10.1007/s11136-017-1668-4
29198277,Attention-Deficit/Hyperactivity Disorder: A Historical Neuropsychological Perspective,"Mahone EM, Denckla MB.",J Int Neuropsychol Soc. 2017 Oct;23(9-10):916-929. doi: 10.1017/S1355617717000807.,Mahone EM,J Int Neuropsychol Soc,2017,12/5/17,PMC5724393,NIHMS924361,10.1017/S1355617717000807
28844652,Spanish validation of the adult Attention Deficit/Hyperactivity Disorder Rating Scale (ADHD-RS): relevance of clinical subtypes,"Richarte V, Corrales M, Pozuelo M, Serra-Pla J, Ibáñez P, Calvo E, Corominas M, Bosch R, Casas M, Ramos-Quiroga JA.",Rev Psiquiatr Salud Ment. 2017 Oct-Dec;10(4):185-191. doi: 10.1016/j.rpsm.2017.06.003. Epub 2017 Aug 26.,Richarte V,Rev Psiquiatr Salud Ment,2017,8/29/17,,,10.1016/j.rpsm.2017.06.003
28657141,Neural correlates of atomoxetine improving inhibitory control and visual processing in Drug-naïve adults with attention-deficit/hyperactivity disorder,"Fan LY, Chou TL, Gau SS.",Hum Brain Mapp. 2017 Oct;38(10):4850-4864. doi: 10.1002/hbm.23683. Epub 2017 Jun 28.,Fan LY,Hum Brain Mapp,2017,6/29/17,PMC6867141,,10.1002/hbm.23683
25416465,False Memory in Adults With ADHD: A Comparison Between Subtypes and Normal Controls,"Soliman AM, Elfar RM.",J Atten Disord. 2017 Oct;21(12):986-996. doi: 10.1177/1087054714556814. Epub 2014 Nov 21.,Soliman AM,J Atten Disord,2017,11/23/14,,,10.1177/1087054714556814
28549936,Deficit in feature-based attention following a left thalamic lesion,"Finsterwalder S, Demeyere N, Gillebert CR.",Neuropsychologia. 2017 Jul 28;102:1-10. doi: 10.1016/j.neuropsychologia.2017.05.023. Epub 2017 May 23.,Finsterwalder S,Neuropsychologia,2017,5/28/17,PMC5555441,,10.1016/j.neuropsychologia.2017.05.023
28672285,The Effect of Attention-Deficit/Hyperactivity Disorder and Methylphenidate Treatment on the Adult Auditory Temporal Order Judgment Threshold,Fostick L.,J Speech Lang Hear Res. 2017 Jul 12;60(7):2124-2128. doi: 10.1044/2017_JSLHR-H-16-0074.,Fostick L,J Speech Lang Hear Res,2017,7/4/17,,,10.1044/2017_JSLHR-H-16-0074
28844700,Attention-deficit/hyperactivity disorder during adulthood,"Magnin E, Maurs C.",Rev Neurol (Paris). 2017 Jul-Aug;173(7-8):506-515. doi: 10.1016/j.neurol.2017.07.008. Epub 2017 Aug 26.,Magnin E,Rev Neurol (Paris),2017,8/29/17,,,10.1016/j.neurol.2017.07.008
28544954,Long-term attention deficits combined with subcortical and cortical structural central nervous system alterations in young adults born small for gestational age,"Suffren S, Angulo D, Ding Y, Reyes P, Marin J, Hernandez JT, Charpak N, Lodygensky GA.",Early Hum Dev. 2017 Jul;110:44-49. doi: 10.1016/j.earlhumdev.2017.04.016. Epub 2017 May 23.,Suffren S,Early Hum Dev,2017,5/26/17,,,10.1016/j.earlhumdev.2017.04.016
28414486,Girls with childhood ADHD as adults: Cross-domain outcomes by diagnostic persistence,"Owens EB, Zalecki C, Gillette P, Hinshaw SP.",J Consult Clin Psychol. 2017 Jul;85(7):723-736. doi: 10.1037/ccp0000217. Epub 2017 Apr 17.,Owens EB,J Consult Clin Psychol,2017,4/18/17,PMC5512560,NIHMS864796,10.1037/ccp0000217
27282450,Profession of neuropsychology in Latin America,"Arango-Lasprilla JC, Stevens L, Morlett Paredes A, Ardila A, Rivera D.",Appl Neuropsychol Adult. 2017 Jul-Aug;24(4):318-330. doi: 10.1080/23279095.2016.1185423. Epub 2016 Jun 9.,Arango-Lasprilla JC,Appl Neuropsychol Adult,2017,6/11/16,,,10.1080/23279095.2016.1185423
28512748,"Genetic influences on ADHD symptom dimensions: Examination of a priori candidates, gene-based tests, genome-wide variation, and SNP heritability","Bidwell LC, Gray JC, Weafer J, Palmer AA, de Wit H, MacKillop J.",Am J Med Genet B Neuropsychiatr Genet. 2017 Jun;174(4):458-466. doi: 10.1002/ajmg.b.32535.,Bidwell LC,Am J Med Genet B Neuropsychiatr Genet,2017,5/18/17,PMC5690554,NIHMS852332,10.1002/ajmg.b.32535
28503706,An eye-tracker controlled cognitive battery: overcoming verbal-motor limitations in ALS,"Poletti B, Carelli L, Solca F, Lafronza A, Pedroli E, Faini A, Ticozzi N, Ciammola A, Meriggi P, Cipresso P, Lulé D, Ludolph AC, Riva G, Silani V.",J Neurol. 2017 Jun;264(6):1136-1145. doi: 10.1007/s00415-017-8506-z. Epub 2017 May 13.,Poletti B,J Neurol,2017,5/16/17,,,10.1007/s00415-017-8506-z
28494131,Neuropsychological functioning in college students who misuse prescription stimulants,"Wilens TE, Carrellas NW, Martelon M, Yule AM, Fried R, Anselmo R, McCabe SE.",Am J Addict. 2017 Jun;26(4):379-387. doi: 10.1111/ajad.12551.,Wilens TE,Am J Addict,2017,5/12/17,PMC5548389,NIHMS865732,10.1111/ajad.12551
28285251,Neurodevelopmental disorders in young violent offenders: Overlap and background characteristics,"Billstedt E, Anckarsäter H, Wallinius M, Hofvander B.",Psychiatry Res. 2017 Jun;252:234-241. doi: 10.1016/j.psychres.2017.03.004. Epub 2017 Mar 6.,Billstedt E,Psychiatry Res,2017,3/13/17,,,10.1016/j.psychres.2017.03.004
28276052,Perception of emotional prosody in adults with attention deficit hyperactivity disorder,"Kis B, Guberina N, Kraemer M, Niklewski F, Dziobek I, Wiltfang J, Abdel-Hamid M.",Acta Psychiatr Scand. 2017 Jun;135(6):506-514. doi: 10.1111/acps.12719. Epub 2017 Mar 9.,Kis B,Acta Psychiatr Scand,2017,3/10/17,,,10.1111/acps.12719
28094999,Specificity of executive functioning and processing speed problems in common psychopathology,"Nigg JT, Jester JM, Stavro GM, Ip KI, Puttler LI, Zucker RA.",Neuropsychology. 2017 May;31(4):448-466. doi: 10.1037/neu0000343. Epub 2017 Jan 16.,Nigg JT,Neuropsychology,2017,1/18/17,PMC5408314,NIHMS836298,10.1037/neu0000343
26689148,Brain connectivity and psychiatric comorbidity in adolescents with Internet gaming disorder,"Han DH, Kim SM, Bae S, Renshaw PF, Anderson JS.",Addict Biol. 2017 May;22(3):802-812. doi: 10.1111/adb.12347. Epub 2015 Dec 22.,Han DH,Addict Biol,2017,12/23/15,,,10.1111/adb.12347
23995051,Development of a Very Brief Measure of ADHD: The CHAOS Scale,"Levy JD, Kronenberger WG, Dunn DW.",J Atten Disord. 2017 May;21(7):575-586. doi: 10.1177/1087054713497792. Epub 2013 Aug 30.,Levy JD,J Atten Disord,2017,9/3/13,,,10.1177/1087054713497792
27126924,Psychometrically Informed Approach to Integration of Multiple Informant Ratings in Adult ADHD in a Community-Recruited Sample,"Martel MM, Nigg JT, Schimmack U.",Assessment. 2017 Apr;24(3):279-289. doi: 10.1177/1073191116646443. Epub 2016 Jul 27.,Martel MM,Assessment,2017,4/30/16,PMC5085895,NIHMS778226,10.1177/1073191116646443
27885406,Abnormal connectivity in the sensorimotor network predicts attention deficits in traumatic brain injury,"Shumskaya E, van Gerven MA, Norris DG, Vos PE, Kessels RP.",Exp Brain Res. 2017 Mar;235(3):799-807. doi: 10.1007/s00221-016-4841-z. Epub 2016 Nov 24.,Shumskaya E,Exp Brain Res,2017,11/26/16,PMC5315712,,10.1007/s00221-016-4841-z
27879030,Age-related decline in task switching is linked to both global and tract-specific changes in white matter microstructure,"Jolly TA, Cooper PS, Rennie JL, Levi CR, Lenroot R, Parsons MW, Michie PT, Karayanidis F.",Hum Brain Mapp. 2017 Mar;38(3):1588-1603. doi: 10.1002/hbm.23473. Epub 2016 Nov 23.,Jolly TA,Hum Brain Mapp,2017,11/24/16,PMC6866847,,10.1002/hbm.23473
27831696,Neuropsychological functioning in college students with and without ADHD,"Weyandt LL, Oster DR, Gudmundsdottir BG, DuPaul GJ, Anastopoulos AD.",Neuropsychology. 2017 Feb;31(2):160-172. doi: 10.1037/neu0000326. Epub 2016 Nov 10.,Weyandt LL,Neuropsychology,2017,11/11/16,PMC5280458,NIHMS818419,10.1037/neu0000326
27680974,ADHD symptoms in non-treatment seeking young adults: relationship with other forms of impulsivity,"Chamberlain SR, Ioannidis K, Leppink EW, Niaz F, Redden SA, Grant JE.",CNS Spectr. 2017 Feb;22(1):22-30. doi: 10.1017/S1092852915000875. Epub 2016 Sep 29.,Chamberlain SR,CNS Spectr,2017,9/30/16,PMC5330410,EMS71674,10.1017/S1092852915000875
28125735,"fMRI Neurofeedback Training for Increasing Anterior Cingulate Cortex Activation in Adult Attention Deficit Hyperactivity Disorder. An Exploratory Randomized, Single-Blinded Study","Zilverstand A, Sorger B, Slaats-Willemse D, Kan CC, Goebel R, Buitelaar JK.",PLoS One. 2017 Jan 26;12(1):e0170795. doi: 10.1371/journal.pone.0170795. eCollection 2017.,Zilverstand A,PLoS One,2017,1/27/17,PMC5270326,,10.1371/journal.pone.0170795
28598840,Neuropsychological Symptoms in Sporadic Creutzfeldt-Jakob Disease Patients in Germany,"Krasnianski A, Bohling GT, Heinemann U, Varges D, Meissner B, Schulz-Schaeffer WJ, Reif A, Zerr I.",J Alzheimers Dis. 2017;59(1):329-337. doi: 10.3233/JAD-161129.,Krasnianski A,J Alzheimers Dis,2017,6/10/17,,,10.3233/JAD-161129
28529361,"Prevalence and correlates of obsessive-compulsive disorder and subthreshold obsessive-compulsive disorder among college students in Kerala, India","Jaisoorya TS, Janardhan Reddy YC, Nair BS, Rani A, Menon PG, Revamma M, Jeevan CR, Radhakrishnan KS, Jose V, Thennarasu K.",Indian J Psychiatry. 2017 Jan-Mar;59(1):56-62. doi: 10.4103/0019-5545.204438.,Jaisoorya TS,Indian J Psychiatry,2017,5/23/17,PMC5419013,,10.4103/0019-5545.204438
27637595,Visual neglect after left-hemispheric lesions: a voxel-based lesion-symptom mapping study in 121 acute stroke patients,"Beume LA, Martin M, Kaller CP, Klöppel S, Schmidt CS, Urbach H, Egger K, Rijntjes M, Weiller C, Umarova RM.",Exp Brain Res. 2017 Jan;235(1):83-95. doi: 10.1007/s00221-016-4771-9. Epub 2016 Sep 16.,Beume LA,Exp Brain Res,2017,9/18/16,,,10.1007/s00221-016-4771-9
27866083,Neuroanatomical differences in FAST and SLOW rat strains with differential vulnerability to kindling and behavioral comorbidities,"Sharma P, Dedeurwaerdere S, Vandenberg MA, Fang K, Johnston LA, Shultz SR, O'Brien TJ, Gilby KL.",Epilepsy Behav. 2016 Dec;65:42-48. doi: 10.1016/j.yebeh.2016.08.022. Epub 2016 Nov 17.,Sharma P,Epilepsy Behav,2016,11/21/16,,,10.1016/j.yebeh.2016.08.022
27620871,"Graded aerobic treadmill testing in pediatric sports-related concussion: safety, clinical use, and patient outcomes","Cordingley D, Girardin R, Reimer K, Ritchie L, Leiter J, Russell K, Ellis MJ.",J Neurosurg Pediatr. 2016 Dec;25(6):693-702. doi: 10.3171/2016.5.PEDS16139. Epub 2016 Sep 13.,Cordingley D,J Neurosurg Pediatr,2016,9/14/16,,,10.3171/2016.5.PEDS16139
24567364,The Neuropsychological Profile of Comorbid Post-Traumatic Stress Disorder in Adult ADHD,"Antshel KM, Biederman J, Spencer TJ, Faraone SV.",J Atten Disord. 2016 Dec;20(12):1047-1055. doi: 10.1177/1087054714522512. Epub 2014 Feb 24.,Antshel KM,J Atten Disord,2016,2/26/14,,,10.1177/1087054714522512
27501140,ADHD and executive functioning deficits in OCD youths who hoard,"Park JM, Samuels JF, Grados MA, Riddle MA, Bienvenu OJ, Goes FS, Cullen B, Wang Y, Krasnow J, Murphy DL, Rasmussen SA, McLaughlin NC, Piacentini J, Pauls DL, Stewart SE, Shugart YY, Maher B, Pulver AE, Knowles JA, Greenberg BD, Fyer AJ, McCracken JT, Nestadt G, Geller DA.",J Psychiatr Res. 2016 Nov;82:141-8. doi: 10.1016/j.jpsychires.2016.07.024. Epub 2016 Jul 30.,Park JM,J Psychiatr Res,2016,8/9/16,,,10.1016/j.jpsychires.2016.07.024
24448224,Neuropsychological Profiles on the WAIS-IV of Adults With ADHD,"Theiling J, Petermann F.",J Atten Disord. 2016 Nov;20(11):913-924. doi: 10.1177/1087054713518241. Epub 2014 Jan 21.,Theiling J,J Atten Disord,2016,1/23/14,,,10.1177/1087054713518241
27806417,[On Criteria Diversity in Diagnostics of Adult Attention-Deficit/Hyperactivity Disorder],"Wandschneider R, Marx I.",Fortschr Neurol Psychiatr. 2016 Oct;84(S 02):S71-S73. doi: 10.1055/s-0042-113956. Epub 2016 Nov 2.,Wandschneider R,Fortschr Neurol Psychiatr,2016,11/3/16,,,10.1055/s-0042-113956
27631146,Tic-Related Versus Tic-Free Obsessive-Compulsive Disorder: Clinical Picture and 2-Year Natural Course,"de Vries FE, Cath DC, Hoogendoorn AW, van Oppen P, Glas G, Veltman DJ, van den Heuvel OA, van Balkom AJ.",J Clin Psychiatry. 2016 Oct;77(10):e1240-e1247. doi: 10.4088/JCP.14m09736.,de Vries FE,J Clin Psychiatry,2016,9/16/16,,,10.4088/JCP.14m09736
27624423,Self-evaluation and objective assessment of cognition in major depression and attention deficit disorder: Implications for clinical practice,"Potvin S, Charbonneau G, Juster RP, Purdon S, Tourjman SV.",Compr Psychiatry. 2016 Oct;70:53-64. doi: 10.1016/j.comppsych.2016.06.004. Epub 2016 Jun 14.,Potvin S,Compr Psychiatry,2016,9/15/16,,,10.1016/j.comppsych.2016.06.004
27567184,Progressive Focal Gray Matter Volume Loss in a Former High School Football Player: A Possible Magnetic Resonance Imaging Volumetric Signature for Chronic Traumatic Encephalopathy,"Raji CA, Merrill DA, Barrio JR, Omalu B, Small GW.",Am J Geriatr Psychiatry. 2016 Oct;24(10):784-90. doi: 10.1016/j.jagp.2016.07.018. Epub 2016 Jul 28.,Raji CA,Am J Geriatr Psychiatry,2016,8/28/16,,,10.1016/j.jagp.2016.07.018
27537826,Contrasting emotion processing and executive functioning in attention-deficit/hyperactivity disorder and bipolar disorder,"Soncin S, Brien DC, Coe BC, Marin A, Munoz DP.",Behav Neurosci. 2016 Oct;130(5):531-43. doi: 10.1037/bne0000158. Epub 2016 Aug 18.,Soncin S,Behav Neurosci,2016,8/19/16,,,10.1037/bne0000158
27371187,"The rehabilitation of attention in patients with mild cognitive impairment and brain subcortical vascular changes using the Attention Process Training-II. The RehAtt Study: rationale, design and methodology","Salvadori E, Poggesi A, Valenti R, Della Rocca E, Diciotti S, Mascalchi M, Inzitari D, Pantoni L.",Neurol Sci. 2016 Oct;37(10):1653-62. doi: 10.1007/s10072-016-2649-z. Epub 2016 Jul 1.,Salvadori E,Neurol Sci,2016,7/3/16,,,10.1007/s10072-016-2649-z
27629707,Methylphenidate Modulates Functional Network Connectivity to Enhance Attention,"Rosenberg MD, Zhang S, Hsu WT, Scheinost D, Finn ES, Shen X, Constable RT, Li CS, Chun MM.",J Neurosci. 2016 Sep 14;36(37):9547-57. doi: 10.1523/JNEUROSCI.1746-16.2016.,Rosenberg MD,J Neurosci,2016,9/16/16,PMC5039242,,10.1523/JNEUROSCI.1746-16.2016
26489976,ADHD and cannabis use in young adults examined using fMRI of a Go/NoGo task,"Rasmussen J, Casey BJ, van Erp TG, Tamm L, Epstein JN, Buss C, Bjork JM, Molina BS, Velanova K, Mathalon DH, Somerville L, Swanson JM, Wigal T, Arnold LE, Potkin SG; MTA Neuroimaging Group.",Brain Imaging Behav. 2016 Sep;10(3):761-71. doi: 10.1007/s11682-015-9438-9.,Rasmussen J,Brain Imaging Behav,2016,10/23/15,PMC4840078,NIHMS732362,10.1007/s11682-015-9438-9
26404018,Go/No Go task performance predicts cortical thickness in the caudal inferior frontal gyrus in young adults with and without ADHD,"Newman E, Jernigan TL, Lisdahl KM, Tamm L, Tapert SF, Potkin SG, Mathalon D, Molina B, Bjork J, Castellanos FX, Swanson J, Kuperman JM, Bartsch H, Chen CH, Dale AM, Epstein JN; MTA Neuroimaging Group.",Brain Imaging Behav. 2016 Sep;10(3):880-92. doi: 10.1007/s11682-015-9453-x.,Newman E,Brain Imaging Behav,2016,9/26/15,PMC4808505,NIHMS726017,10.1007/s11682-015-9453-x
27515830,Linear and non-linear analyses of Conner's Continuous Performance Test-II discriminate adult patients with attention deficit hyperactivity disorder from patients with mood and anxiety disorders,"Fasmer OB, Mjeldheim K, Førland W, Hansen AL, Syrstad VE, Oedegaard KJ, Berle JØ.",BMC Psychiatry. 2016 Aug 11;16(1):284. doi: 10.1186/s12888-016-0993-4.,Fasmer OB,BMC Psychiatry,2016,8/13/16,PMC4982130,,10.1186/s12888-016-0993-4
27377983,[The neuroanatomy of attention deficit hyperactivity disorder: neuropsychological and clinical correlates],"Albert J, Fernandez-Jaen A, Martin Fernandez-Mayoralas D, Lopez-Martin S, Fernandez-Perrone AL, Calleja-Perez B, Jimenez-De la Pena M, Recio-Rodriguez M.",Rev Neurol. 2016 Jul 16;63(2):71-8.,Albert J,Rev Neurol,2016,7/6/16,,,
27126218,Behavior Rating Inventory of Executive Function Adult Version in Patients with Neurological and Neuropsychiatric Conditions: Symptom Levels and Relationship to Emotional Distress,"Løvstad M, Sigurdardottir S, Andersson S, Grane VA, Moberget T, Stubberud J, Solbakk AK.",J Int Neuropsychol Soc. 2016 Jul;22(6):682-94. doi: 10.1017/S135561771600031X. Epub 2016 Apr 29.,Løvstad M,J Int Neuropsychol Soc,2016,4/30/16,,,10.1017/S135561771600031X
26825495,Characterising resting-state functional connectivity in a large sample of adults with ADHD,"Mostert JC, Shumskaya E, Mennes M, Onnink AM, Hoogman M, Kan CC, Arias Vasquez A, Buitelaar J, Franke B, Norris DG.",Prog Neuropsychopharmacol Biol Psychiatry. 2016 Jun 3;67:82-91. doi: 10.1016/j.pnpbp.2016.01.011. Epub 2016 Jan 26.,Mostert JC,Prog Neuropsychopharmacol Biol Psychiatry,2016,1/31/16,PMC4788977,NIHMS758761,10.1016/j.pnpbp.2016.01.011
26260900,"Altered intrinsic organisation of brain networks implicated in attentional processes in adult attention-deficit/hyperactivity disorder: a resting-state study of attention, default mode and salience network connectivity","Sidlauskaite J, Sonuga-Barke E, Roeyers H, Wiersema JR.",Eur Arch Psychiatry Clin Neurosci. 2016 Jun;266(4):349-57. doi: 10.1007/s00406-015-0630-0. Epub 2015 Aug 11.,Sidlauskaite J,Eur Arch Psychiatry Clin Neurosci,2016,8/12/15,,,10.1007/s00406-015-0630-0
26876010,The right hemisphere is dominant in organization of visual search-A study in stroke patients,"Ten Brink AF, Biesbroek JM, Kuijf HJ, Van der Stigchel S, Oort Q, Visser-Meily JM, Nijboer TC.",Behav Brain Res. 2016 May 1;304:71-9. doi: 10.1016/j.bbr.2016.02.004. Epub 2016 Feb 11.,Ten Brink AF,Behav Brain Res,2016,2/16/16,,,10.1016/j.bbr.2016.02.004
26905209,Machine-learning identifies substance-specific behavioral markers for opiate and stimulant dependence,"Ahn WY, Vassileva J.",Drug Alcohol Depend. 2016 Apr 1;161:247-57. doi: 10.1016/j.drugalcdep.2016.02.008. Epub 2016 Feb 15.,Ahn WY,Drug Alcohol Depend,2016,2/25/16,PMC4955649,NIHMS760424,10.1016/j.drugalcdep.2016.02.008
26903250,"The Internal, External, and Diagnostic Validity of Sluggish Cognitive Tempo: A Meta-Analysis and Critical Review","Becker SP, Leopold DR, Burns GL, Jarrett MA, Langberg JM, Marshall SA, McBurnett K, Waschbusch DA, Willcutt EG.",J Am Acad Child Adolesc Psychiatry. 2016 Mar;55(3):163-78. doi: 10.1016/j.jaac.2015.12.006. Epub 2015 Dec 23.,Becker SP,J Am Acad Child Adolesc Psychiatry,2016,2/24/16,PMC4764798,NIHMS747294,10.1016/j.jaac.2015.12.006
26844707,Prevalence and Correlates of Disruptive Mood Dysregulation Disorder Among Adolescents with Bipolar Disorder,"Mitchell RH, Timmins V, Collins J, Scavone A, Iskric A, Goldstein BI.",J Child Adolesc Psychopharmacol. 2016 Mar;26(2):147-53. doi: 10.1089/cap.2015.0063. Epub 2016 Feb 4.,Mitchell RH,J Child Adolesc Psychopharmacol,2016,2/5/16,,,10.1089/cap.2015.0063
26068984,Lifetime stability of ADHD symptoms in older adults,"Semeijn EJ, Comijs HC, de Vet HC, Kooij JJ, Michielsen M, Beekman AT, Deeg DJ.",Atten Defic Hyperact Disord. 2016 Mar;8(1):13-20. doi: 10.1007/s12402-015-0178-x. Epub 2015 Jun 12.,Semeijn EJ,Atten Defic Hyperact Disord,2016,6/13/15,,,10.1007/s12402-015-0178-x
26888622,"Disrupted Intrinsic Connectivity among Default, Dorsal Attention, and Frontoparietal Control Networks in Individuals with Chronic Traumatic Brain Injury","Han K, Chapman SB, Krawczyk DC.",J Int Neuropsychol Soc. 2016 Feb;22(2):263-79. doi: 10.1017/S1355617715001393.,Han K,J Int Neuropsychol Soc,2016,2/19/16,PMC4763346,,10.1017/S1355617715001393
26723981,"Executive dysfunction, obsessive-compulsive symptoms, and attention deficit and hyperactivity disorder in Systemic Lupus Erythematosus: Evidence for basal ganglia dysfunction?","Maciel RO, Ferreira GA, Akemy B, Cardoso F.",J Neurol Sci. 2016 Jan 15;360:94-7. doi: 10.1016/j.jns.2015.11.052. Epub 2015 Nov 27.,Maciel RO,J Neurol Sci,2016,1/3/16,,,10.1016/j.jns.2015.11.052
23503813,Neuropsychological Deficits Are Not Predictive of Deficient Emotional Self-Regulation in Adults With ADHD,"Surman CB, Biederman J, Spencer T, Miller CA, Petty CR, Faraone SV.",J Atten Disord. 2015 Dec;19(12):1046-53. doi: 10.1177/1087054713476548. Epub 2013 Mar 15.,Surman CB,J Atten Disord,2015,3/19/13,,,10.1177/1087054713476548
26640765,"Multivariate analyses applied to fetal, neonatal and pediatric MRI of neurodevelopmental disorders","Levman J, Takahashi E.",Neuroimage Clin. 2015 Oct 3;9:532-44. doi: 10.1016/j.nicl.2015.09.017. eCollection 2015.,Levman J,Neuroimage Clin,2015,12/8/15,PMC4625213,,10.1016/j.nicl.2015.09.017
26416094,Alzheimer Disease Cerebrospinal Fluid Biomarkers Moderate Baseline Differences and Predict Longitudinal Change in Attentional Control and Episodic Memory Composites in the Adult Children Study,"Aschenbrenner AJ, Balota DA, Fagan AM, Duchek JM, Benzinger TL, Morris JC.",J Int Neuropsychol Soc. 2015 Sep;21(8):573-83. doi: 10.1017/S1355617715000776.,Aschenbrenner AJ,J Int Neuropsychol Soc,2015,9/30/15,PMC4610253,NIHMS716823,10.1017/S1355617715000776
25655491,No lower cognitive functioning in older adults with attention-deficit/hyperactivity disorder,"Semeijn EJ, Korten NC, Comijs HC, Michielsen M, Deeg DJ, Beekman AT, Kooij JJ.",Int Psychogeriatr. 2015 Sep;27(9):1467-76. doi: 10.1017/S1041610215000010. Epub 2015 Feb 6.,Semeijn EJ,Int Psychogeriatr,2015,2/7/15,,,10.1017/S1041610215000010
25851625,Self-reported symptoms of attention-deficit/hyperactivity disorder: rate of endorsement and association with neuropsychological performance in an adult psychiatric sample,"Schneider BC, Thoering T, Cludius B, Moritz S.",Arch Clin Neuropsychol. 2015 May;30(3):186-91. doi: 10.1093/arclin/acv015. Epub 2015 Apr 6.,Schneider BC,Arch Clin Neuropsychol,2015,4/9/15,,,10.1093/arclin/acv015
25889243,Parent ratings of executive function in young preschool children with symptoms of attention-deficit/-hyperactivity disorder,"Skogan AH, Zeiner P, Egeland J, Urnes AG, Reichborn-Kjennerud T, Aase H.",Behav Brain Funct. 2015 Apr 15;11:16. doi: 10.1186/s12993-015-0060-1.,Skogan AH,Behav Brain Funct,2015,4/19/15,PMC4399220,,10.1186/s12993-015-0060-1
23212598,Childhood ADHD symptoms are associated with lifetime and current illicit substance-use disorders and in-site health risk behaviors in a representative sample of Latino prison inmates,"González RA, Vélez-Pastrana MC, Ruiz Varcárcel JJ, Levin FR, Albizu-García CE.",J Atten Disord. 2015 Apr;19(4):301-12. doi: 10.1177/1087054712461690. Epub 2012 Dec 4.,González RA,J Atten Disord,2015,12/6/12,PMC3641170,NIHMS433812,10.1177/1087054712461690
25465651,Co-occurrence of attention-deficit hyperactivity disorder symptoms with other psychopathology in young adults: parenting style as a moderator,"Ni HC, Gau SS.",Compr Psychiatry. 2015 Feb;57:85-96. doi: 10.1016/j.comppsych.2014.11.002. Epub 2014 Nov 6.,Ni HC,Compr Psychiatry,2015,12/4/14,,,10.1016/j.comppsych.2014.11.002
25446725,The relationship between childhood history of ADHD symptoms and DSM-IV borderline personality disorder features among personality disordered outpatients: the moderating role of gender and the mediating roles of emotion dysregulation and impulsivity,"Fossati A, Gratz KL, Borroni S, Maffei C, Somma A, Carlotta D.",Compr Psychiatry. 2015 Jan;56:121-7. doi: 10.1016/j.comppsych.2014.09.023. Epub 2014 Oct 2.,Fossati A,Compr Psychiatry,2015,12/3/14,,,10.1016/j.comppsych.2014.09.023
25255846,Examination of the Role of Expectancies on Task Performance in College Students Concerned about ADHD,"Wei C, Suhr JA.",Appl Neuropsychol Adult. 2015;22(3):204-8. doi: 10.1080/23279095.2014.902836. Epub 2014 Sep 25.,Wei C,Appl Neuropsychol Adult,2015,9/27/14,,,10.1080/23279095.2014.902836
25114070,Brain changes within the visuo-spatial attentional network in posterior cortical atrophy,"Cerami C, Crespi C, Della Rosa PA, Dodich A, Marcone A, Magnani G, Coppi E, Falini A, Cappa SF, Perani D.",J Alzheimers Dis. 2015;43(2):385-95. doi: 10.3233/JAD-141275.,Cerami C,J Alzheimers Dis,2015,8/13/14,,,10.3233/JAD-141275
25479234,Intraindividual variability in inhibitory function in adults with ADHD--an ex-Gaussian approach,"Gmehlin D, Fuermaier AB, Walther S, Debelak R, Rentrop M, Westermann C, Sharma A, Tucha L, Koerts J, Tucha O, Weisbrod M, Aschenbrenner S.",PLoS One. 2014 Dec 5;9(12):e112298. doi: 10.1371/journal.pone.0112298. eCollection 2014.,Gmehlin D,PLoS One,2014,12/6/14,PMC4257533,,10.1371/journal.pone.0112298
24885846,Executive function assessment and adult attention-deficit/hyperactivity disorder: tasks versus ratings on the Barkley deficits in executive functioning scale,"Kamradt JM, Ullsperger JM, Nikolas MA.",Psychol Assess. 2014 Dec;26(4):1095-105. doi: 10.1037/pas0000006. Epub 2014 Jun 2.,Kamradt JM,Psychol Assess,2014,6/3/14,,,10.1037/pas0000006
25220090,Neuropsychologically informed strategic psychotherapy in teenagers and adults with ADHD,Seidman LJ.,Child Adolesc Psychiatr Clin N Am. 2014 Oct;23(4):843-52. doi: 10.1016/j.chc.2014.05.013. Epub 2014 Aug 12.,Seidman LJ,Child Adolesc Psychiatr Clin N Am,2014,9/16/14,,,10.1016/j.chc.2014.05.013
25211634,Attention-deficit/hyperactivity disorder and adverse health outcomes in adults,"Spencer TJ, Faraone SV, Tarko L, McDermott K, Biederman J.",J Nerv Ment Dis. 2014 Oct;202(10):725-31. doi: 10.1097/NMD.0000000000000191.,Spencer TJ,J Nerv Ment Dis,2014,9/12/14,,,10.1097/NMD.0000000000000191
